trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.5, 'e': 0.45989010701310373}",20,2,-6.511922670533967,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.022126756261955732}",20,15,10.826455529063793,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.49872621790648564}",20,2,-41.75433602289885,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.853220107722584}",20,2,-66.59424493906293,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.9988159580766447}",25,0,-49.35157834053476,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.8998668269691938}",20,0,-53.96586952882928,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.580598912666927}",30,0,-94.15263107418842,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.11918013544881928}",20,6,16.8207049274266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.37141809547969407}",20,6,-0.7978039328871778,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.7710802229758452}",25,0,-101.82585964288751,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9819550195245901}",20,0,-129.11177621064076,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9524129804151563}",20,6,-41.62274212571966,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.6896870271361664}",30,0,-40.39115320907524,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.25810163593826746}",20,6,-29.076079923478577,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
